id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile,generation,res_acq,freq_past,freq_dol,freq_bis,freq_mer,freq_caf,freq_te,freq_cioc,cam_past,cam_dol,cam_bis,cam_mer,cam_caf,cam_te,cam_cioc
1837,Italia,Puglia,Femmina,24,Sud e Isole,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3/mese,2-3/mese,1/sett,1/sett,ogni giorno,2-3/sett,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Industriariani,Gen Z,L'intervistato,2.5,2.5,4.0,4.0,30.0,10.0,2.5,0,0,0,0,0,0,0
1838,Italia,Umbria,Maschio,42,Centro,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1/sett,1/sett,2-3/sett,raro,2-3/sett,ogni giorno,2-3/sett,Poco +,Poco +,Molto +,Poco +,Poco +,Molto +,Molto +,35-44,Salutisti,Gen Y,L'intervistato,4.0,4.0,10.0,0.0,10.0,30.0,10.0,1,1,1,1,1,1,1
1839,Italia,Veneto,Femmina,53,Nord Est,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/mese,raro,2-3/sett,1/sett,1/sett,1/sett,1/sett,Poco -,Uguale,Uguale,Poco -,Uguale,Poco +,Uguale,45-54,Industriariani,Gen X,L'intervistato,1.0,0.0,10.0,4.0,4.0,4.0,4.0,-1,0,0,-1,0,1,0
1840,Italia,Friuli Venezia Giulia,Femmina,39,Nord Est,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,1/sett,1/sett,1/sett,2-3/mese,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Salutisti,Gen Y,L'intervistato,0.0,0.0,4.0,4.0,4.0,2.5,4.0,0,0,0,0,0,0,0
1841,Italia,Emilia Romagna,Femmina,50,Nord Est,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,raro,raro,1/sett,2-3/mese,1/sett,1/sett,raro,Molto -,Molto -,Molto +,Molto +,Molto +,Uguale,Molto -,45-54,Sregolati,Gen X,L'intervistato,0.0,0.0,4.0,2.5,4.0,4.0,0.0,-1,-1,1,1,1,0,-1
1842,Italia,Emilia Romagna,Femmina,41,Nord Est,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,2-3/mese,1/mese,2-3/mese,1/mese,2-3/mese,Poco -,Poco -,Uguale,Uguale,Uguale,Uguale,Poco -,35-44,Salutisti,Gen Y,L'intervistato,0.0,0.0,2.5,1.0,2.5,1.0,2.5,-1,-1,0,0,0,0,-1
1843,Italia,Toscana,Maschio,25,Centro,Principalmente io e occasionalmente altri,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3/mese,2-3/mese,2-3/sett,2-3/sett,ogni giorno,ogni giorno,ogni giorno,Poco +,Uguale,Uguale,Uguale,Poco +,Uguale,Molto +,25-34,Esterofili,Gen Z,Altri,2.5,2.5,10.0,10.0,30.0,30.0,30.0,1,0,0,0,1,0,1
1844,Italia,Umbria,Femmina,40,Centro,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3/sett,raro,2-3/sett,1/sett,ogni giorno,ogni giorno,2-3/sett,Uguale,Poco -,Poco +,Poco -,Molto +,Molto +,Poco +,35-44,Salutisti,Gen Y,L'intervistato,10.0,0.0,10.0,4.0,30.0,30.0,10.0,0,-1,1,-1,1,1,1
1845,Italia,Umbria,Femmina,46,Centro,Soprattutto io,Nessuno di questi,raro,raro,2-3/mese,2-3/mese,2-3/mese,1/mese,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi,Gen X,L'intervistato,0.0,0.0,2.5,2.5,2.5,1.0,0.0,0,0,0,0,0,0,0
1849,Italia,Toscana,Maschio,35,Centro,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,2-3/mese,2-3/mese,1/sett,1/mese,2-3/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Poco -,Uguale,Uguale,35-44,Territorialisti,Gen Y,L'intervistato,4.0,2.5,2.5,4.0,1.0,2.5,1.0,0,0,0,0,-1,0,0
1850,Italia,Emilia Romagna,Maschio,40,Nord Est,Solo io,Nessuno di questi,1/mese,raro,raro,2-3/mese,raro,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Nessuno di questi,Gen Y,L'intervistato,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0
1851,Italia,Lazio,Maschio,35,Centro,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,raro,2-3/mese,2-3/mese,ogni giorno,2-3/mese,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti,Gen Y,Altri,2.5,0.0,2.5,2.5,30.0,2.5,2.5,0,0,0,0,0,0,0
1853,Italia,Veneto,Maschio,49,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,1/mese,2-3/mese,2-3/mese,2-3/mese,1/mese,2-3/mese,Poco +,Uguale,Molto +,Molto +,Poco +,Poco +,Poco +,45-54,Territorialisti,Gen X,L'intervistato,4.0,1.0,2.5,2.5,2.5,1.0,2.5,1,0,1,1,1,1,1
1854,Italia,Marche,Maschio,55,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,raro,raro,1/sett,1/mese,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Poco +,Uguale,55-64,Territorialisti,Gen X,L'intervistato,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,0,0,0,0,1,0
1855,Italia,Friuli Venezia Giulia,Maschio,45,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,2-3/mese,2-3/mese,1/sett,2-3/mese,2-3/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,2.5,2.5,2.5,4.0,2.5,2.5,1.0,0,0,0,0,0,0,0
1858,Italia,Marche,Femmina,46,Centro,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",raro,1/mese,2-3/mese,1/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Edonisti,Gen X,L'intervistato,0.0,1.0,2.5,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
1859,Italia,Friuli Venezia Giulia,Maschio,42,Nord Est,Principalmente io e occasionalmente altri,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1/sett,1/mese,1/sett,raro,2-3/sett,2-3/sett,1/sett,Poco -,Uguale,Poco +,Poco -,Molto +,Poco +,Poco -,35-44,Localivori,Gen Y,Altri,4.0,1.0,4.0,0.0,10.0,10.0,4.0,-1,0,1,-1,1,1,-1
1861,Italia,Emilia Romagna,Maschio,52,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/sett,1/sett,2-3/sett,2-3/sett,2-3/sett,2-3/sett,1/sett,Poco +,Poco +,Uguale,Poco +,Poco +,Poco +,Poco +,45-54,Territorialisti,Gen X,L'intervistato,10.0,4.0,10.0,10.0,10.0,10.0,4.0,1,1,0,1,1,1,1
1862,Italia,Marche,Maschio,51,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,1/mese,1/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
1864,Italia,Veneto,Maschio,52,Nord Est,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1/mese,raro,1/sett,1/sett,1/sett,2-3/mese,raro,Poco -,Poco -,Uguale,Uguale,Uguale,Uguale,Poco -,45-54,Esterofili,Gen X,L'intervistato,1.0,0.0,4.0,4.0,4.0,2.5,0.0,-1,-1,0,0,0,0,-1
1866,Italia,Liguria,Maschio,49,Nord Ovest,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,Molto +,Molto +,Molto +,Molto +,Molto +,Molto +,Poco +,45-54,Territorialisti,Gen X,Altri,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1,1,1,1,1,1,1
1868,Italia,Sardegna,Maschio,53,Sud e Isole,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,raro,raro,1/mese,raro,1/sett,1/mese,raro,Molto -,Molto -,Poco -,Poco -,Uguale,Uguale,Molto -,45-54,Sregolati,Gen X,L'intervistato,0.0,0.0,1.0,0.0,4.0,1.0,0.0,-1,-1,-1,-1,0,0,-1
1869,Italia,Veneto,Maschio,25,Nord Est,Io e qualcun altro in egual misura,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1/mese,raro,1/sett,1/sett,2-3/mese,raro,1/sett,Uguale,Uguale,Uguale,Poco +,Poco +,Molto -,Poco +,25-34,Edonisti,Gen Z,L'intervistato,1.0,0.0,4.0,4.0,2.5,0.0,4.0,0,0,0,1,1,-1,1
1870,Italia,Liguria,Maschio,32,Nord Ovest,Principalmente io e occasionalmente altri,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",raro,raro,2-3/sett,ogni giorno,ogni giorno,raro,raro,Uguale,Poco +,Poco -,Poco -,Poco -,Poco +,Poco -,25-34,Ristoriani,Gen Y,Altri,0.0,0.0,10.0,30.0,30.0,0.0,0.0,0,1,-1,-1,-1,1,-1
1871,Italia,Abruzzo,Femmina,36,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,2-3/mese,2-3/mese,1/mese,1/sett,2-3/mese,1/mese,Uguale,Poco -,Uguale,Poco -,Uguale,Uguale,Uguale,35-44,Territorialisti,Gen Y,L'intervistato,2.5,2.5,2.5,1.0,4.0,2.5,1.0,0,-1,0,-1,0,0,0
1872,Italia,Sardegna,Maschio,45,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,raro,2-3/mese,2-3/mese,2-3/sett,2-3/mese,2-3/mese,Poco -,Uguale,Poco -,Poco -,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,2.5,0.0,2.5,2.5,10.0,2.5,2.5,-1,0,-1,-1,0,0,0
1873,Italia,Toscana,Femmina,42,Centro,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1/sett,2-3/sett,2-3/sett,2-3/sett,1/sett,1/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Ristoriani,Gen Y,L'intervistato,4.0,10.0,10.0,10.0,4.0,4.0,4.0,0,0,0,0,0,0,0
1874,Italia,Piemonte,Maschio,23,Nord Ovest,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,1/mese,2-3/sett,1/sett,ogni giorno,raro,2-3/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Territorialisti,Gen Z,L'intervistato,4.0,1.0,10.0,4.0,30.0,0.0,10.0,0,0,0,0,0,0,0
1875,Italia,Calabria,Femmina,36,Sud e Isole,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,ogni giorno,2-3/sett,raro,raro,2-3/sett,Poco -,Poco -,Poco +,Poco -,Poco -,Poco -,Uguale,35-44,Salutisti,Gen Y,L'intervistato,0.0,0.0,30.0,10.0,0.0,0.0,10.0,-1,-1,1,-1,-1,-1,0
1877,Italia,Calabria,Femmina,50,Sud e Isole,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3/mese,raro,2-3/mese,1/mese,2-3/mese,1/mese,2-3/mese,Molto -,Poco -,Molto -,Molto -,Uguale,Molto -,Uguale,45-54,Edonisti,Gen X,L'intervistato,2.5,0.0,2.5,1.0,2.5,1.0,2.5,-1,-1,-1,-1,0,-1,0
1879,Italia,Campania,Femmina,50,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,2-3/sett,2-3/sett,1/sett,1/sett,1/sett,2-3/sett,Uguale,Uguale,Poco -,Poco +,Poco -,Poco -,Uguale,45-54,Territorialisti,Gen X,L'intervistato,4.0,10.0,10.0,4.0,4.0,4.0,10.0,0,0,-1,1,-1,-1,0
1880,Italia,Toscana,Maschio,39,Centro,Soprattutto io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",raro,raro,1/sett,raro,raro,2-3/mese,1/mese,Uguale,Poco -,Uguale,Poco -,Molto -,Poco +,Uguale,35-44,Essenzialisti,Gen Y,L'intervistato,0.0,0.0,4.0,0.0,0.0,2.5,1.0,0,-1,0,-1,-1,1,0
1881,Italia,Emilia Romagna,Femmina,22,Nord Est,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3/mese,1/mese,1/sett,1/mese,2-3/mese,2-3/mese,1/sett,Poco -,Poco -,Poco -,Uguale,Uguale,Uguale,Uguale,20-24,Ristoriani,Gen Z,L'intervistato,2.5,1.0,4.0,1.0,2.5,2.5,4.0,-1,-1,-1,0,0,0,0
1882,Italia,Abruzzo,Femmina,49,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,1/sett,2-3/sett,ogni giorno,raro,raro,Uguale,Uguale,Uguale,Poco +,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,0.0,0.0,4.0,10.0,30.0,0.0,0.0,0,0,0,1,0,0,0
1883,Italia,Liguria,Maschio,38,Nord Ovest,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3/mese,1/sett,1/mese,1/sett,1/sett,1/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Industriariani,Gen Y,L'intervistato,2.5,4.0,1.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0
1884,Italia,Sardegna,Femmina,37,Sud e Isole,Solo altri membri della famiglia,Nessuno di questi,1/sett,1/sett,1/sett,1/sett,1/sett,1/sett,1/sett,Molto +,Molto -,Molto +,Molto +,Molto +,Molto +,Molto +,35-44,Nessuno di questi,Gen Y,Altri,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,-1,1,1,1,1,1
1885,Italia,Molise,Femmina,38,Sud e Isole,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",raro,raro,1/mese,raro,raro,raro,raro,Poco -,Uguale,Uguale,Poco -,Uguale,Uguale,Poco -,35-44,Edonisti,Gen Y,Altri,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,0,0,-1,0,0,-1
1886,Italia,Campania,Femmina,25,Sud e Isole,Principalmente io e occasionalmente altri,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",raro,raro,raro,1/sett,raro,2-3/mese,raro,Poco +,Uguale,Poco -,Molto -,Uguale,Poco -,Poco -,25-34,Ristoriani,Gen Z,Altri,0.0,0.0,0.0,4.0,0.0,2.5,0.0,1,0,-1,-1,0,-1,-1
1887,Italia,Sicilia,Maschio,53,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,1/sett,1/sett,1/sett,1/mese,raro,1/mese,Poco +,Poco -,Poco +,Poco +,Uguale,Poco -,Poco +,45-54,Territorialisti,Gen X,L'intervistato,2.5,4.0,4.0,4.0,1.0,0.0,1.0,1,-1,1,1,0,-1,1
1889,Italia,Basilicata,Maschio,43,Sud e Isole,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1/sett,1/sett,1/sett,1/sett,1/sett,1/sett,1/sett,Poco +,Poco +,Poco +,Poco +,Poco +,Poco +,Poco +,35-44,Ristoriani,Gen X,L'intervistato,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1
1890,Italia,Marche,Femmina,49,Centro,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",raro,raro,2-3/sett,1/sett,2-3/sett,2-3/mese,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Essenzialisti,Gen X,L'intervistato,0.0,0.0,10.0,4.0,10.0,2.5,4.0,0,0,0,0,0,0,0
1891,Italia,Veneto,Maschio,40,Nord Est,Soprattutto io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1/sett,raro,2-3/mese,1/sett,1/mese,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Essenzialisti,Gen Y,L'intervistato,4.0,0.0,2.5,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0
1892,Italia,Piemonte,Maschio,41,Nord Ovest,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1/sett,1/sett,ogni giorno,2-3/sett,ogni giorno,ogni giorno,ogni giorno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Localivori,Gen Y,L'intervistato,4.0,4.0,30.0,10.0,30.0,30.0,30.0,0,0,0,0,0,0,0
1893,Italia,Abruzzo,Femmina,51,Sud e Isole,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",raro,raro,1/mese,2-3/mese,1/mese,2-3/mese,raro,Poco -,Poco -,Poco +,Uguale,Uguale,Poco -,Uguale,45-54,Edonisti,Gen X,L'intervistato,0.0,0.0,1.0,2.5,1.0,2.5,0.0,-1,-1,1,0,0,-1,0
1894,Italia,Campania,Femmina,22,Sud e Isole,Soprattutto altri membri della famiglia,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1/sett,1/sett,2-3/sett,2-3/sett,1/sett,1/sett,1/sett,Poco +,Poco +,Poco +,Poco +,Uguale,Uguale,Poco +,20-24,Esterofili,Gen Z,Altri,4.0,4.0,10.0,10.0,4.0,4.0,4.0,1,1,1,1,0,0,1
1895,Italia,Emilia Romagna,Maschio,21,Nord Est,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Essenzialisti,Gen Z,L'intervistato,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,0,0,0
1897,Italia,Emilia Romagna,Femmina,48,Nord Est,Io e qualcun altro in egual misura,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",raro,raro,1/mese,1/mese,raro,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Esterofili,Gen X,L'intervistato,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1898,Italia,Puglia,Femmina,41,Sud e Isole,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,raro,2-3/sett,2-3/sett,1/sett,2-3/mese,2-3/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti,Gen Y,L'intervistato,2.5,0.0,10.0,10.0,4.0,2.5,10.0,0,0,0,0,0,0,0
1900,Italia,Liguria,Maschio,23,Nord Ovest,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1/mese,1/mese,1/mese,1/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Salutisti,Gen Z,Altri,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
1901,Italia,Toscana,Maschio,45,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/sett,1/mese,2-3/sett,1/sett,1/sett,2-3/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,10.0,1.0,10.0,4.0,4.0,10.0,4.0,0,0,0,0,0,0,0
1902,Italia,Emilia Romagna,Maschio,41,Nord Est,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/sett,1/sett,1/sett,1/sett,1/sett,1/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Industriariani,Gen Y,L'intervistato,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0
1903,Italia,Sardegna,Femmina,38,Sud e Isole,Principalmente io e occasionalmente altri,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3/sett,1/mese,2-3/sett,2-3/sett,ogni giorno,2-3/sett,1/sett,Molto +,Molto +,Molto +,Molto +,Molto +,Molto +,Molto +,35-44,Localivori,Gen Y,Altri,10.0,1.0,10.0,10.0,30.0,10.0,4.0,1,1,1,1,1,1,1
1905,Italia,Liguria,Maschio,51,Nord Ovest,Principalmente io e occasionalmente altri,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1/mese,1/mese,2-3/mese,1/mese,2-3/mese,2-3/mese,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Ristoriani,Gen X,Altri,1.0,1.0,2.5,1.0,2.5,2.5,2.5,0,0,0,0,0,0,0
1906,Italia,Lombardia,Femmina,45,Nord Ovest,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3/mese,2-3/mese,ogni giorno,2-3/mese,ogni giorno,1/mese,1/sett,Uguale,Uguale,Uguale,Poco -,Poco -,Uguale,Uguale,45-54,Sregolati,Gen X,L'intervistato,2.5,2.5,30.0,2.5,30.0,1.0,4.0,0,0,0,-1,-1,0,0
1907,Italia,Friuli Venezia Giulia,Maschio,54,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/sett,1/sett,1/sett,2-3/sett,1/sett,1/sett,2-3/sett,Uguale,Poco +,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,10.0,4.0,4.0,10.0,4.0,4.0,10.0,0,1,0,0,0,0,0
1908,Italia,Sardegna,Femmina,54,Sud e Isole,Io e qualcun altro in egual misura,Nessuno di questi,1/sett,1/sett,raro,1/sett,1/sett,1/sett,1/sett,Molto -,Uguale,Poco -,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi,Gen X,L'intervistato,4.0,4.0,0.0,4.0,4.0,4.0,4.0,-1,0,-1,0,0,0,0
1909,Italia,Puglia,Femmina,38,Sud e Isole,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/mese,raro,2-3/mese,1/mese,ogni giorno,2-3/sett,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Industriariani,Gen Y,L'intervistato,1.0,0.0,2.5,1.0,30.0,10.0,0.0,0,0,0,0,0,0,0
1910,Italia,Veneto,Femmina,45,Nord Est,Io e qualcun altro in egual misura,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,raro,raro,1/sett,raro,1/sett,2-3/mese,raro,Molto -,Poco +,Molto +,Molto +,Molto +,Molto +,Molto +,45-54,Sregolati,Gen X,L'intervistato,0.0,0.0,4.0,0.0,4.0,2.5,0.0,-1,1,1,1,1,1,1
1911,Italia,Lombardia,Femmina,52,Nord Ovest,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",raro,raro,2-3/mese,1/sett,1/sett,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Industriariani,Gen X,L'intervistato,0.0,0.0,2.5,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0
1912,Italia,Friuli Venezia Giulia,Femmina,49,Nord Est,Soprattutto io,Nessuno di questi,raro,raro,1/mese,1/mese,1/mese,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi,Gen X,L'intervistato,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0
1913,Italia,Marche,Femmina,27,Centro,Solo io,ESTETIZZANTI: Amano consumare portate appariscenti da condividere con la loro cerchia e sui social. Utilizzano il cibo p,1/sett,2-3/sett,raro,raro,1/sett,raro,1/sett,Uguale,Molto +,Molto +,Poco -,Molto +,Molto +,Poco +,25-34,Estetizzanti,Gen Y,L'intervistato,4.0,10.0,0.0,0.0,4.0,0.0,4.0,0,1,1,-1,1,1,1
